"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Stevens County, KS"	"20189"	1065	122501	869.4
	"Sumner County, KS"	"20191"	6051	532582	1136.2
	"Thomas County, KS"	"20193"	1728	173643	995.1
	"Trego County, KS"	"20195"	1034	66049	1565.5
	"Wabaunsee County, KS"	"20197"	1476	152429	968.3
	"Wallace County, KS"	"20199"	403	34242	1176.9
	"Washington County, KS"	"20201"	1802	128688	1400.3
	"Wichita County, KS"	"20203"	548	49977	1096.5
	"Wilson County, KS"	"20205"	2893	207037	1397.3
	"Woodson County, KS"	"20207"	1219	74059	1646.0
	"Wyandotte County, KS"	"20209"	31631	3502086	903.2
	"Adair County, KY"	"21001"	4237	407505	1039.7
	"Allen County, KY"	"21003"	4694	433073	1083.9
	"Anderson County, KY"	"21005"	4279	463227	923.7
	"Ballard County, KY"	"21007"	2357	179876	1310.3
	"Barren County, KY"	"21009"	10280	915623	1122.7
	"Bath County, KY"	"21011"	3099	258910	1196.9
	"Bell County, KY"	"21013"	8431	623171	1352.9
	"Boone County, KY"	"21015"	16102	2512429	640.9
	"Bourbon County, KY"	"21017"	4675	436551	1070.9
	"Boyd County, KY"	"21019"	13623	1075312	1266.9
	"Boyle County, KY"	"21021"	7027	630856	1113.9
	"Bracken County, KY"	"21023"	2028	184853	1097.1
	"Breathitt County, KY"	"21025"	4146	311125	1332.6
	"Breckinridge County, KY"	"21027"	4883	434263	1124.4
	"Bullitt County, KY"	"21029"	11105	1599571	694.2
	"Butler County, KY"	"21031"	3221	282907	1138.5
	"Caldwell County, KY"	"21033"	3735	282416	1322.5
	"Calloway County, KY"	"21035"	8236	811269	1015.2
	"Campbell County, KY"	"21037"	18733	1985964	943.3
	"Carlisle County, KY"	"21039"	1536	111531	1377.2
	"Carroll County, KY"	"21041"	2723	233370	1166.8
	"Carter County, KY"	"21043"	6832	601019	1136.7
	"Casey County, KY"	"21045"	4224	348433	1212.3
	"Christian County, KY"	"21047"	13349	1597574	835.6
	"Clark County, KY"	"21049"	8132	770645	1055.2
	"Clay County, KY"	"21051"	5512	485723	1134.8
	"Clinton County, KY"	"21053"	2804	221126	1268.1
	"Crittenden County, KY"	"21055"	2771	202437	1368.8
	"Cumberland County, KY"	"21057"	2288	151808	1507.2
	"Daviess County, KY"	"21059"	21606	2117131	1020.5
	"Edmonson County, KY"	"21061"	2787	264001	1055.7
	"Elliott County, KY"	"21063"	1629	160563	1014.6
	"Estill County, KY"	"21065"	4047	322917	1253.3
	"Fayette County, KY"	"21067"	47651	6458957	737.8
	"Fleming County, KY"	"21069"	3647	315141	1157.3
	"Floyd County, KY"	"21071"	11331	864167	1311.2
	"Franklin County, KY"	"21073"	11045	1085132	1017.8
	"Fulton County, KY"	"21075"	2356	149565	1575.2
	"Gallatin County, KY"	"21077"	2030	184864	1098.1
	"Garrard County, KY"	"21079"	3513	364730	963.2
	"Grant County, KY"	"21081"	4735	534117	886.5
	"Graves County, KY"	"21083"	10049	816094	1231.4
	"Grayson County, KY"	"21085"	6565	560908	1170.4
	"Green County, KY"	"21087"	3064	248195	1234.5
	"Greenup County, KY"	"21089"	9783	800949	1221.4
	"Hancock County, KY"	"21091"	1753	188925	927.9
	"Hardin County, KY"	"21093"	17955	2249267	798.3
	"Harlan County, KY"	"21095"	9451	645472	1464.2
	"Harrison County, KY"	"21097"	4664	407671	1144.1
	"Hart County, KY"	"21099"	4559	400583	1138.1
	"Henderson County, KY"	"21101"	10665	1005207	1061.0
	"Henry County, KY"	"21103"	3681	341128	1079.1
	"Hickman County, KY"	"21105"	1493	107061	1394.5
	"Hopkins County, KY"	"21107"	12793	1018966	1255.5
	"Jackson County, KY"	"21109"	3463	296252	1168.9
	"Jefferson County, KY"	"21111"	163151	16168903	1009.0
	"Jessamine County, KY"	"21113"	8501	1040125	817.3
	"Johnson County, KY"	"21115"	6321	508630	1242.8
	"Kenton County, KY"	"21117"	30921	3501186	883.2
	"Knott County, KY"	"21119"	4175	359898	1160.1
	"Knox County, KY"	"21121"	8434	694565	1214.3
	"Larue County, KY"	"21123"	3501	307265	1139.4
	"Laurel County, KY"	"21125"	12682	1272613	996.5
	"Lawrence County, KY"	"21127"	4217	345639	1220.1
	"Lee County, KY"	"21129"	2255	166803	1351.9
	"Leslie County, KY"	"21131"	3263	247813	1316.7
	"Letcher County, KY"	"21133"	6903	525252	1314.2
	"Lewis County, KY"	"21135"	3567	302640	1178.6
	"Lincoln County, KY"	"21137"	5971	535903	1114.2
	"Livingston County, KY"	"21139"	2744	208539	1315.8
	"Logan County, KY"	"21141"	6668	589591	1131.0
	"Lyon County, KY"	"21143"	2434	181312	1342.4
	"McCracken County, KY"	"21145"	17356	1433794	1210.5
	"McCreary County, KY"	"21147"	4273	388571	1099.7
	"McLean County, KY"	"21149"	2631	210993	1247.0
	"Madison County, KY"	"21151"	14706	1814819	810.3
	"Magoffin County, KY"	"21153"	3271	286261	1142.7
	"Marion County, KY"	"21155"	4345	424365	1023.9
	"Marshall County, KY"	"21157"	8804	681582	1291.7
	"Martin County, KY"	"21159"	2923	275569	1060.7
	"Mason County, KY"	"21161"	4639	376861	1231.0
	"Meade County, KY"	"21163"	4654	629809	739.0
	"Menifee County, KY"	"21165"	1624	141866	1144.7
	"Mercer County, KY"	"21167"	5606	468143	1197.5
	"Metcalfe County, KY"	"21169"	2855	221057	1291.5
	"Monroe County, KY"	"21171"	3308	243409	1359.0
	"Montgomery County, KY"	"21173"	5739	568652	1009.2
	"Morgan County, KY"	"21175"	2995	302890	988.8
	"Muhlenberg County, KY"	"21177"	8554	689350	1240.9
	"Nelson County, KY"	"21179"	8079	935894	863.2
	"Nicholas County, KY"	"21181"	2116	155795	1358.2
	"Ohio County, KY"	"21183"	5916	522244	1132.8
	"Oldham County, KY"	"21185"	7494	1285594	582.9
	"Owen County, KY"	"21187"	2479	237382	1044.3
	"Owsley County, KY"	"21189"	1675	102730	1630.5
	"Pendleton County, KY"	"21191"	3171	322298	983.9
	"Perry County, KY"	"21193"	8697	619526	1403.8
	"Pike County, KY"	"21195"	17827	1408600	1265.6
	"Powell County, KY"	"21197"	3410	279668	1219.3
	"Pulaski County, KY"	"21199"	16233	1356560	1196.6
	"Robertson County, KY"	"21201"	721	49008	1471.2
	"Rockcastle County, KY"	"21203"	4294	370459	1159.1
	"Rowan County, KY"	"21205"	4562	511938	891.1
	"Russell County, KY"	"21207"	4813	380634	1264.5
	"Scott County, KY"	"21209"	6938	1004936	690.4
	"Shelby County, KY"	"21211"	7221	911610	792.1
	"Simpson County, KY"	"21213"	4138	382977	1080.5
	"Spencer County, KY"	"21215"	2652	357105	742.6
	"Taylor County, KY"	"21217"	6189	536604	1153.4
	"Todd County, KY"	"21219"	2934	269446	1088.9
	"Trigg County, KY"	"21221"	3627	305549	1187.0
	"Trimble County, KY"	"21223"	1956	190317	1027.8
	"Union County, KY"	"21225"	3742	331731	1128.0
	"Warren County, KY"	"21227"	19697	2469049	797.8
	"Washington County, KY"	"21229"	2833	255903	1107.1
	"Wayne County, KY"	"21231"	4959	450173	1101.6
	"Webster County, KY"	"21233"	3646	299118	1218.9
	"Whitley County, KY"	"21235"	10014	792213	1264.1
	"Wolfe County, KY"	"21237"	2247	158031	1421.9
	"Woodford County, KY"	"21239"	4796	545886	878.6
	"Acadia Parish, LA"	"22001"	14270	1341645	1063.6
	"Allen Parish, LA"	"22003"	5046	562454	897.1
	"Ascension Parish, LA"	"22005"	14352	2281393	629.1
	"Assumption Parish, LA"	"22007"	4684	506702	924.4
	"Avoyelles Parish, LA"	"22009"	10890	908893	1198.2
	"Beauregard Parish, LA"	"22011"	7756	775146	1000.6
	"Bienville Parish, LA"	"22013"	4690	317042	1479.3
	"Bossier Parish, LA"	"22015"	20634	2534632	814.1
	"Caddo Parish, LA"	"22017"	60307	5503499	1095.8
	"Calcasieu Parish, LA"	"22019"	42155	4228472	996.9
	"Caldwell Parish, LA"	"22021"	2787	223584	1246.5
	"Cameron Parish, LA"	"22023"	1264	174088	726.1
	"Catahoula Parish, LA"	"22025"	2832	226152	1252.3
	"Claiborne Parish, LA"	"22027"	4359	366126	1190.6
	"Concordia Parish, LA"	"22029"	5293	443141	1194.4
	"De Soto Parish, LA"	"22031"	6499	583987	1112.9
	"East Baton Rouge Parish, LA"	"22033"	80046	9504549	842.2
	"East Carroll Parish, LA"	"22035"	2043	174819	1168.6
	"East Feliciana Parish, LA"	"22037"	5225	443077	1179.3
	"Evangeline Parish, LA"	"22039"	8454	752571	1123.3
	"Franklin Parish, LA"	"22041"	5984	453927	1318.3
	"Grant Parish, LA"	"22043"	4668	466234	1001.2
	"Iberia Parish, LA"	"22045"	15712	1601837	980.9
	"Iberville Parish, LA"	"22047"	7161	728619	982.8
	"Jackson Parish, LA"	"22049"	4328	348427	1242.2
	"Jefferson Parish, LA"	"22051"	91855	9690032	947.9
	"Jefferson Davis Parish, LA"	"22053"	8046	690554	1165.2
	"Lafayette Parish, LA"	"22055"	35906	4817981	745.2
	"Lafourche Parish, LA"	"22057"	18261	2092638	872.6
	"LaSalle Parish, LA"	"22059"	3723	322782	1153.4
	"Lincoln Parish, LA"	"22061"	8092	1004282	805.7
	"Livingston Parish, LA"	"22063"	20298	2679331	757.6
	"Madison Parish, LA"	"22065"	3197	268954	1188.7
	"Morehouse Parish, LA"	"22067"	8430	616121	1368.2
	"Natchitoches Parish, LA"	"22069"	8634	858246	1006.0
	"Orleans Parish, LA"	"22071"	82399	8737968	943.0
	"Ouachita Parish, LA"	"22073"	32921	3349758	982.8
	"Plaquemines Parish, LA"	"22075"	4305	543114	792.7
	"Pointe Coupee Parish, LA"	"22077"	5528	493799	1119.5
	"Rapides Parish, LA"	"22079"	30895	2854948	1082.2
	"Red River Parish, LA"	"22081"	2447	198679	1231.6
	"Richland Parish, LA"	"22083"	5415	453808	1193.2
	"Sabine Parish, LA"	"22085"	6119	526174	1162.9
	"St. Bernard Parish, LA"	"22087"	10349	1069172	967.9
	"St. Charles Parish, LA"	"22089"	8507	1134747	749.7
	"St. Helena Parish, LA"	"22091"	2579	234756	1098.6
	"St. James Parish, LA"	"22093"	4304	473798	908.4
	"St. John the Baptist Parish, LA"	"22095"	8280	978274	846.4
	"St. Landry Parish, LA"	"22097"	21152	1853743	1141.0
	"St. Martin Parish, LA"	"22099"	10018	1136659	881.4
	"St. Mary Parish, LA"	"22101"	11894	1163196	1022.5
	"St. Tammany Parish, LA"	"22103"	42586	5061045	841.4
	"Tangipahoa Parish, LA"	"22105"	24991	2606859	958.7
	"Tensas Parish, LA"	"22107"	1474	117100	1258.8
	"Terrebonne Parish, LA"	"22109"	21193	2416972	876.8
	"Union Parish, LA"	"22111"	5927	497039	1192.5
	"Vermilion Parish, LA"	"22113"	12294	1263262	973.2
	"Vernon Parish, LA"	"22115"	8302	1123511	738.9
	"Washington Parish, LA"	"22117"	12764	1006976	1267.6
	"Webster Parish, LA"	"22119"	11793	893756	1319.5
	"West Baton Rouge Parish, LA"	"22121"	4271	523821	815.4
	"West Carroll Parish, LA"	"22123"	3206	255416	1255.2
	"West Feliciana Parish, LA"	"22125"	2569	339188	757.4
	"Winn Parish, LA"	"22127"	4136	336902	1227.7
	"Androscoggin County, ME"	"23001"	23750	2353122	1009.3
	"Aroostook County, ME"	"23003"	18755	1562123	1200.6
	"Cumberland County, ME"	"23005"	55128	6193656	890.1
	"Franklin County, ME"	"23007"	6689	664387	1006.8
	"Hancock County, ME"	"23009"	12701	1186754	1070.2
	"Kennebec County, ME"	"23011"	27317	2656631	1028.3
	"Knox County, ME"	"23013"	9953	878625	1132.8
	"Lincoln County, ME"	"23015"	8811	755645	1166.0
	"Oxford County, ME"	"23017"	13897	1255103	1107.2
	"Penobscot County, ME"	"23019"	32811	3320935	988.0
	"Piscataquis County, ME"	"23021"	4985	379211	1314.6
	"Sagadahoc County, ME"	"23023"	7331	781488	938.1
	"Somerset County, ME"	"23025"	12190	1130300	1078.5
	"Waldo County, ME"	"23027"	8220	848135	969.2
	"Washington County, ME"	"23029"	9481	719053	1318.5
	"York County, ME"	"23031"	40019	4361564	917.5
	"Allegany County, MD"	"24001"	20333	1617563	1257.0
	"Anne Arundel County, MD"	"24003"	87478	11803239	741.1
	"Baltimore County, MD"	"24005"	173276	17637096	982.5
	"Calvert County, MD"	"24009"	13626	1909207	713.7
	"Caroline County, MD"	"24011"	7197	705626	1019.9
	"Carroll County, MD"	"24013"	30850	3617702	852.8
	"Cecil County, MD"	"24015"	18838	2158042	872.9
	"Charles County, MD"	"24017"	20555	3187119	644.9
	"Dorchester County, MD"	"24019"	8550	700182	1221.1
	"Frederick County, MD"	"24021"	34893	5083185	686.4
	"Garrett County, MD"	"24023"	6954	655270	1061.2
	"Harford County, MD"	"24025"	41131	5317984	773.4
	"Howard County, MD"	"24027"	31293	6334109	494.0
	"Kent County, MD"	"24029"	5682	432821	1312.8
	"Montgomery County, MD"	"24031"	123903	21348826	580.4
	"Prince George's County, MD"	"24033"	124822	19056915	655.0
	"Queen Anne's County, MD"	"24035"	8433	1025693	822.2
	"St. Mary's County, MD"	"24037"	15603	2257023	691.3
	"Somerset County, MD"	"24039"	5768	568380	1014.8
	"Talbot County, MD"	"24041"	9665	805000	1200.6
	"Washington County, MD"	"24043"	31863	3181040	1001.7
	"Wicomico County, MD"	"24045"	20107	2117435	949.6
	"Worcester County, MD"	"24047"	13070	1111843	1175.5
	"Baltimore city, MD"	"24510"	157998	13677336	1155.2
	"Barnstable County, MA"	"25001"	62161	4793049	1296.9
	"Berkshire County, MA"	"25003"	33481	2870095	1166.5
	"Bristol County, MA"	"25005"	114267	12095996	944.7
	"Dukes County, MA"	"25007"	3055	360675	847.0
	"Essex County, MA"	"25009"	144917	16518805	877.3
	"Franklin County, MA"	"25011"	14906	1567831	950.7
	"Hampden County, MA"	"25013"	99971	10195704	980.5
	"Hampshire County, MA"	"25015"	27278	3468304	786.5
	"Middlesex County, MA"	"25017"	249015	33431572	744.8
	"Nantucket County, MA"	"25019"	1459	226090	645.3
	"Norfolk County, MA"	"25021"	125246	14824059	844.9
	"Plymouth County, MA"	"25023"	94505	10919253	865.5
	"Suffolk County, MA"	"25025"	109627	16147577	678.9
	"Worcester County, MA"	"25027"	151996	17502418	868.4
	"Alcona County, MI"	"26001"	3886	242016	1605.7
	"Alger County, MI"	"26003"	2484	209419	1186.1
	"Allegan County, MI"	"26005"	20329	2463431	825.2
	"Alpena County, MI"	"26007"	7953	654347	1215.4
	"Antrim County, MI"	"26009"	5565	518613	1073.1
	"Arenac County, MI"	"26011"	4419	354935	1245.0
	"Baraga County, MI"	"26013"	2336	191364	1220.7
	"Barry County, MI"	"26015"	11275	1304434	864.4
	"Bay County, MI"	"26017"	25963	2360310	1100.0
	"Benzie County, MI"	"26019"	4223	381669	1106.5
	"Berrien County, MI"	"26021"	36970	3457936	1069.1
	"Branch County, MI"	"26023"	9736	991970	981.5
	"Calhoun County, MI"	"26025"	32624	3001261	1087.0
	"Cass County, MI"	"26027"	11186	1141023	980.3
	"Charlevoix County, MI"	"26029"	5798	577170	1004.6
	"Cheboygan County, MI"	"26031"	6733	577117	1166.7
	"Chippewa County, MI"	"26033"	7408	846143	875.5
	"Clare County, MI"	"26035"	8927	683264	1306.5
	"Clinton County, MI"	"26037"	11823	1622964	728.5
	"Crawford County, MI"	"26039"	3637	311834	1166.3
	"Delta County, MI"	"26041"	9500	818155	1161.1
	"Dickinson County, MI"	"26043"	6948	580276	1197.4
	"Eaton County, MI"	"26045"	20322	2370137	857.4
	"Emmet County, MI"	"26047"	7150	720502	992.4
	"Genesee County, MI"	"26049"	93757	9355168	1002.2
	"Gladwin County, MI"	"26051"	7346	569940	1288.9
	"Gogebic County, MI"	"26053"	5090	356162	1429.1
	"Grand Traverse County, MI"	"26055"	16935	1906884	888.1
	"Gratiot County, MI"	"26057"	9827	921385	1066.5
	"Hillsdale County, MI"	"26059"	10155	1023192	992.5
	"Houghton County, MI"	"26061"	8254	794895	1038.4
	"Huron County, MI"	"26063"	9946	733601	1355.8
	"Ingham County, MI"	"26065"	44914	6248362	718.8
	"Ionia County, MI"	"26067"	10816	1407246	768.6
	"Iosco County, MI"	"26069"	8731	574459	1519.9
	"Iron County, MI"	"26071"	4438	262942	1687.8
	"Isabella County, MI"	"26073"	9868	1508978	654.0
	"Jackson County, MI"	"26075"	35110	3522382	996.8
	"Kalamazoo County, MI"	"26077"	44642	5526647	807.8
	"Kalkaska County, MI"	"26079"	3892	380815	1022.0
	"Kent County, MI"	"26081"	97045	13445782	721.8
	"Keweenaw County, MI"	"26083"	525	47611	1102.7
	"Lake County, MI"	"26085"	3432	254277	1349.7
	"Lapeer County, MI"	"26087"	16463	1958340	840.7
	"Leelanau County, MI"	"26089"	4653	476416	976.7
	"Lenawee County, MI"	"26091"	21110	2192231	962.9
	"Livingston County, MI"	"26093"	27171	3948871	688.1
	"Luce County, MI"	"26095"	1630	146023	1116.3
	"Mackinac County, MI"	"26097"	3107	247784	1253.9
	"Macomb County, MI"	"26099"	176827	18464347	957.7
	"Manistee County, MI"	"26101"	6659	543859	1224.4
	"Marquette County, MI"	"26103"	14196	1457933	973.7
	"Mason County, MI"	"26105"	7295	632364	1153.6
	"Mecosta County, MI"	"26107"	8102	938041	863.7
	"Menominee County, MI"	"26109"	6066	530336	1143.8
	"Midland County, MI"	"26111"	15331	1838421	833.9
	"Missaukee County, MI"	"26113"	3344	328645	1017.5
	"Monroe County, MI"	"26115"	29807	3306621	901.4
	"Montcalm County, MI"	"26117"	12909	1387708	930.2
	"Montmorency County, MI"	"26119"	3455	215187	1605.6
	"Muskegon County, MI"	"26121"	36829	3792798	971.0
	"Newaygo County, MI"	"26123"	10248	1068761	958.9
	"Oakland County, MI"	"26125"	216114	26803368	806.3
	"Oceana County, MI"	"26127"	5640	588899	957.7
	"Ogemaw County, MI"	"26129"	6681	473286	1411.6
	"Ontonagon County, MI"	"26131"	2358	148970	1582.9
	"Osceola County, MI"	"26133"	5151	516494	997.3
	"Oscoda County, MI"	"26135"	2682	193527	1385.9
	"Otsego County, MI"	"26137"	5276	534092	987.8
	"Ottawa County, MI"	"26139"	37823	5838242	647.8
	"Presque Isle County, MI"	"26141"	4136	297157	1391.9
	"Roscommon County, MI"	"26143"	8544	543980	1570.6
	"Saginaw County, MI"	"26145"	46066	4413539	1043.7
	"St. Clair County, MI"	"26147"	35943	3591327	1000.8
	"St. Joseph County, MI"	"26149"	13728	1354778	1013.3
	"Sanilac County, MI"	"26151"	10537	948611	1110.8
	"Schoolcraft County, MI"	"26153"	2477	187111	1323.8
	"Shiawassee County, MI"	"26155"	14988	1550528	966.6
	"Tuscola County, MI"	"26157"	12601	1225455	1028.3
	"Van Buren County, MI"	"26159"	15936	1674279	951.8
	"Washtenaw County, MI"	"26161"	45358	7645996	593.2
	"Wayne County, MI"	"26163"	416238	41149197	1011.5
	"Wexford County, MI"	"26165"	7252	712499	1017.8
	"Aitkin County, MN"	"27001"	4464	349338	1277.8
	"Anoka County, MN"	"27003"	38735	7253895	534.0
	"Becker County, MN"	"27005"	7538	713584	1056.4
	"Beltrami County, MN"	"27007"	8287	967382	856.6
	"Benton County, MN"	"27009"	7380	839563	879.0
	"Big Stone County, MN"	"27011"	1793	116802	1535.1
	"Blue Earth County, MN"	"27013"	10184	1379999	738.0
	"Brown County, MN"	"27015"	6367	570211	1116.6
	"Carlton County, MN"	"27017"	7826	760630	1028.9
	"Carver County, MN"	"27019"	9206	1967055	468.0
	"Cass County, MN"	"27021"	6793	627645	1082.3
	"Chippewa County, MN"	"27023"	3344	271981	1229.5
	"Chisago County, MN"	"27025"	8069	1129650	714.3
	"Clay County, MN"	"27027"	9597	1273864	753.4
	"Clearwater County, MN"	"27029"	2207	190354	1159.4
	"Cook County, MN"	"27031"	1067	115082	927.2
	"Cottonwood County, MN"	"27033"	3288	257993	1274.5
	"Crow Wing County, MN"	"27035"	13317	1347322	988.4
	"Dakota County, MN"	"27037"	47412	8704174	544.7
	"Dodge County, MN"	"27039"	3023	433769	696.9
	"Douglas County, MN"	"27041"	8310	787931	1054.7
	"Faribault County, MN"	"27043"	4301	324699	1324.6
	"Fillmore County, MN"	"27045"	5259	462474	1137.1
	"Freeborn County, MN"	"27047"	8017	689100	1163.4
	"Goodhue County, MN"	"27049"	10264	1006816	1019.5
	"Grant County, MN"	"27051"	1727	133842	1290.3
	"Hennepin County, MN"	"27053"	179896	25770763	698.1
	"Houston County, MN"	"27055"	4038	421348	958.4
	"Hubbard County, MN"	"27057"	4249	441819	961.7
	"Isanti County, MN"	"27059"	6151	815024	754.7
	"Itasca County, MN"	"27061"	10877	985272	1104.0
	"Jackson County, MN"	"27063"	2523	229115	1101.2
	"Kanabec County, MN"	"27065"	3148	351316	896.1
	"Kandiyohi County, MN"	"27067"	8318	924704	899.5
	"Kittson County, MN"	"27069"	1549	102421	1512.4
	"Koochiching County, MN"	"27071"	3465	293236	1181.6
	"Lac qui Parle County, MN"	"27073"	2174	160041	1358.4
	"Lake County, MN"	"27075"	3048	238971	1275.5
	"Lake of the Woods County, MN"	"27077"	1013	90305	1121.8
	"Le Sueur County, MN"	"27079"	4812	601428	800.1
	"Lincoln County, MN"	"27081"	1945	130984	1484.9
	"Lyon County, MN"	"27083"	4993	560926	890.1
	"McLeod County, MN"	"27085"	6992	791463	883.4
	"Mahnomen County, MN"	"27087"	1326	118388	1120.0
	"Marshall County, MN"	"27089"	1929	211889	910.4
	"Martin County, MN"	"27091"	5430	454701	1194.2
	"Meeker County, MN"	"27093"	5009	508893	984.3
	"Mille Lacs County, MN"	"27095"	6070	554967	1093.8
	"Morrison County, MN"	"27097"	6895	720965	956.4
	"Mower County, MN"	"27099"	8809	860356	1023.9
	"Murray County, MN"	"27101"	2176	191351	1137.2
	"Nicollet County, MN"	"27103"	4694	710091	661.0
	"Nobles County, MN"	"27105"	4134	466747	885.7
	"Norman County, MN"	"27107"	2153	151041	1425.4
	"Olmsted County, MN"	"27109"	20429	3133717	651.9
	"Otter Tail County, MN"	"27111"	14530	1268608	1145.3
	"Pennington County, MN"	"27113"	3064	305594	1002.6
	"Pine County, MN"	"27115"	5848	631800	925.6
	"Pipestone County, MN"	"27117"	2680	208353	1286.3
	"Polk County, MN"	"27119"	7889	689329	1144.4
	"Pope County, MN"	"27121"	3017	244011	1236.4
	"Ramsey County, MN"	"27123"	88878	11432629	777.4
	"Red Lake County, MN"	"27125"	894	90801	984.6
	"Redwood County, MN"	"27127"	4295	350615	1225.0
	"Renville County, MN"	"27129"	4378	346881	1262.1
	"Rice County, MN"	"27131"	10178	1381683	736.6
	"Rock County, MN"	"27133"	2736	210492	1299.8
	"Roseau County, MN"	"27135"	3042	347282	875.9
	"St. Louis County, MN"	"27137"	46756	4397606	1063.2
	"Scott County, MN"	"27139"	12150	2764034	439.6
	"Sherburne County, MN"	"27141"	10138	1866381	543.2
	"Sibley County, MN"	"27143"	3138	332545	943.6
	"Stearns County, MN"	"27145"	20191	3255221	620.3
	"Steele County, MN"	"27147"	6395	789356	810.2
	"Stevens County, MN"	"27149"	1879	215680	871.2
	"Swift County, MN"	"27151"	2601	221622	1173.6
	"Todd County, MN"	"27153"	4765	540555	881.5
	"Traverse County, MN"	"27155"	1237	79777	1550.6
	"Wabasha County, MN"	"27157"	4153	475530	873.3
	"Wadena County, MN"	"27159"	4288	302742	1416.4
	"Waseca County, MN"	"27161"	3750	420935	890.9
	"Washington County, MN"	"27163"	29252	5157132	567.2
	"Watonwan County, MN"	"27165"	2714	248111	1093.9
	"Wilkin County, MN"	"27167"	1734	145985	1187.8
	"Winona County, MN"	"27169"	9084	1117322	813.0
	"Wright County, MN"	"27171"	14964	2619444	571.3
	"Yellow Medicine County, MN"	"27173"	2659	228883	1161.7
	"Adams County, MS"	"28001"	9202	712568	1291.4
	"Alcorn County, MS"	"28003"	9920	799841	1240.2
	"Amite County, MS"	"28005"	3376	286701	1177.5
	"Attala County, MS"	"28007"	5999	422301	1420.6
	"Benton County, MS"	"28009"	2186	183865	1188.9
	"Bolivar County, MS"	"28011"	9376	772343	1214.0
	"Calhoun County, MS"	"28013"	4061	325456	1247.8
	"Carroll County, MS"	"28015"	2399	229020	1047.5
	"Chickasaw County, MS"	"28017"	4257	393495	1081.8
	"Choctaw County, MS"	"28019"	2187	192181	1138.0
	"Claiborne County, MS"	"28021"	2361	219806	1074.1
	"Clarke County, MS"	"28023"	4531	366363	1236.8
	"Clay County, MS"	"28025"	4984	455422	1094.4
	"Coahoma County, MS"	"28027"	7013	579663	1209.8
	"Copiah County, MS"	"28029"	6894	636374	1083.3
	"Covington County, MS"	"28031"	5441	426125	1276.9
	"DeSoto County, MS"	"28033"	24656	3360001	733.8
	"Forrest County, MS"	"28035"	16235	1633697	993.8
	"Franklin County, MS"	"28037"	2124	176491	1203.5
	"George County, MS"	"28039"	5328	485477	1097.5
	"Greene County, MS"	"28041"	2781	300892	924.3
	"Grenada County, MS"	"28043"	6523	482856	1350.9
	"Hancock County, MS"	"28045"	10049	991070	1014.0
	"Harrison County, MS"	"28047"	41014	4268380	960.9
	"Hinds County, MS"	"28049"	47280	5377339	879.2
	"Holmes County, MS"	"28051"	5119	423881	1207.7
	"Humphreys County, MS"	"28053"	2486	208546	1192.1
	"Issaquena County, MS"	"28055"	299	35164	850.3
	"Itawamba County, MS"	"28057"	6218	511409	1215.9
	"Jackson County, MS"	"28059"	27974	3039961	920.2
	"Jasper County, MS"	"28061"	4240	377969	1121.8
	"Jefferson County, MS"	"28063"	1894	177725	1065.7
	"Jefferson Davis County, MS"	"28065"	3393	273061	1242.6
	"Jones County, MS"	"28067"	16200	1473835	1099.2
	"Kemper County, MS"	"28069"	2305	226523	1017.6
	"Lafayette County, MS"	"28071"	7848	1037843	756.2
	"Lamar County, MS"	"28073"	8223	1165216	705.7
	"Lauderdale County, MS"	"28075"	20105	1719736	1169.1
	"Lawrence County, MS"	"28077"	3328	283118	1175.5
	"Leake County, MS"	"28079"	5546	500456	1108.2
	"Lee County, MS"	"28081"	19012	1796778	1058.1
	"Leflore County, MS"	"28083"	8516	718833	1184.7
	"Lincoln County, MS"	"28085"	8986	751632	1195.5
	"Lowndes County, MS"	"28087"	12720	1314216	967.9
	"Madison County, MS"	"28089"	21552	2039178	1056.9
	"Marion County, MS"	"28091"	7462	567527	1314.8
	"Marshall County, MS"	"28093"	8641	792147	1090.8
	"Monroe County, MS"	"28095"	9283	809696	1146.5
	"Montgomery County, MS"	"28097"	3262	241053	1353.2
	"Neshoba County, MS"	"28099"	7829	643226	1217.1
	"Newton County, MS"	"28101"	5559	475049	1170.2
	"Noxubee County, MS"	"28103"	2657	253569	1047.8
	"Oktibbeha County, MS"	"28105"	6617	1027477	644.0
	"Panola County, MS"	"28107"	8411	757672	1110.1
	"Pearl River County, MS"	"28109"	12991	1180584	1100.4
	"Perry County, MS"	"28111"	2933	267175	1097.8
	"Pike County, MS"	"28113"	10809	870370	1241.9
	"Pontotoc County, MS"	"28115"	6033	653259	923.5
	"Prentiss County, MS"	"28117"	6146	558755	1099.9
	"Quitman County, MS"	"28119"	2438	185314	1315.6
	"Rankin County, MS"	"28121"	22188	3041713	729.5
	"Scott County, MS"	"28123"	6311	620766	1016.6
	"Sharkey County, MS"	"28125"	1429	114704	1245.8
	"Simpson County, MS"	"28127"	6731	600883	1120.2
	"Smith County, MS"	"28129"	3901	356253	1095.0
	"Stone County, MS"	"28131"	3785	365595	1035.3
	"Sunflower County, MS"	"28133"	7123	654850	1087.7
	"Tallahatchie County, MS"	"28135"	3358	326799	1027.5
	"Tate County, MS"	"28137"	6079	606863	1001.7
	"Tippah County, MS"	"28139"	5784	477932	1210.2
	"Tishomingo County, MS"	"28141"	6119	426374	1435.1
